Order_ID,Product_ID,Product_Category,Quantity,Unit_Price,Total_Price,Discount,Order_Date,Customer_ID,Payment_Type,Order_Status,Marketing_Campaign_Status,Clicks,Add_to_Cart,Seasonality
714214f7-1cab-40e8-abd2-ecee351e0440,1a5f57eb-ab42-4b75-9348-15b3bedabc6d,Electronics,2,449.81,899.62,122.06,03/01/2023,27b08596-415b-4eac-91e8-2be2bad205d4,Debit Card,Completed,Social Media,22,14,None
1585fee1-ffdc-47a1-ba38-ed9a2ed66add,d9ba383d-5c67-4ad5-8920-e3cad845a614,Books,4,140.7,562.8,91.55,03/01/2023,575249db-e889-4f51-86ac-594a0c1d7874,Credit Card,Completed,None,12,7,None
1585fee1-ffdc-47a1-ba38-ed9a2ed66add,c44d15cb-ddcd-46a2-9be3-01ef63eafbb7,Books,4,179.64,718.56,70.41,03/01/2023,05a56e8a-221d-456d-89cf-0b298b0e3a5b,Debit Card,Completed,Social Media,50,28,None
aea8a58e-6d66-4662-9814-db6f613cbdf9,fb60c089-5377-45c3-88cc-4608e59a3466,Home & Kitchen,5,638.11,3190.55,1470.64,03/01/2023,a8dc648c-bbba-4792-adf7-f7a3bea34c5a,Debit Card,Pending,Influencer Promo,78,61,None
a6066d47-da0f-4d35-bcb1-e053cb0773ba,8b60bfb0-1cf6-452a-adb0-f738afd6f0e7,Home & Kitchen,4,226.83,907.32,363.92,03/01/2023,53269062-7fc6-46b0-9a2e-72640b78f12f,Cash on Delivery,Completed,Social Media,12,3,None
ffefa400-4c46-4d6f-b129-6e789211b739,2106e674-aaa8-4aac-9e2c-c2937317a47a,Home & Kitchen,1,736.17,736.17,268.34,03/01/2023,033db6b8-675d-4dd1-8eb2-159265b5c09c,Credit Card,Cancelled,None,81,9,None
714214f7-1cab-40e8-abd2-ecee351e0440,90666172-8596-4f05-b24e-40afbfcd8622,Home & Kitchen,3,845.86,2537.58,452.65,03/01/2023,2e6683f1-952b-4617-8fe5-0879f282acd2,Cash on Delivery,Completed,None,61,52,None
3a36567d-08ca-4ed7-a803-74953dadf63b,3c264c27-d7ab-4b5d-bddf-13b4c5e5f8b7,Books,5,422.62,2113.1,122.42,03/01/2023,770fccf1-3bba-45db-8c50-47fdfbdec555,PayPal,Refunded,Email Campaign,90,41,None
aea8a58e-6d66-4662-9814-db6f613cbdf9,bd04e826-d5d6-4a02-a9a5-09e7e7ac049c,Electronics,3,945.55,2836.65,1269.16,03/01/2023,79e44fc2-d639-4b26-9d59-ebf0f1eb1b6d,Credit Card,Completed,Flash Sale,90,63,None
aea8a58e-6d66-4662-9814-db6f613cbdf9,d105e1ab-bf40-4aaa-8570-074f199cfdbf,Home & Kitchen,5,972.63,4863.15,1884.79,03/01/2023,146545dc-15ab-4e1e-89ff-dfccabaae4e2,Debit Card,Completed,None,34,5,None
aea8a58e-6d66-4662-9814-db6f613cbdf9,71a38f3f-b5d0-4a95-8bf3-88e38906c9c0,Electronics,2,592.04,1184.08,109.44,03/01/2023,33b6359e-b7dc-4370-8c3d-d522b7658e98,Debit Card,Completed,None,80,71,None
426f0fd3-7067-42ba-b975-07b98c43b332,067cbef5-4d0d-42fb-8bf0-da953157bdea,Beauty & Health,2,380.54,761.08,197.91,03/01/2023,65b89e07-e193-4d15-800e-28291899beaf,PayPal,Completed,Flash Sale,61,58,None
426f0fd3-7067-42ba-b975-07b98c43b332,b7b2e50f-e4b8-49d9-b627-9bed1f9f4eb3,Sports & Outdoors,4,332.9,1331.6,441.11,03/01/2023,7da52629-7462-4e56-8fea-e480936e8738,Debit Card,Completed,Influencer Promo,59,14,None
714214f7-1cab-40e8-abd2-ecee351e0440,62848d75-44e2-4999-9108-924a26bd9c98,Beauty & Health,1,352.84,352.84,95.74,03/01/2023,e6a62ccd-f95c-46e6-bd07-b574eba912fc,Credit Card,Completed,Influencer Promo,6,1,None
ffefa400-4c46-4d6f-b129-6e789211b739,98faf86c-1de2-42fd-9eba-e955e264daad,Home & Kitchen,2,795.02,1590.04,157.98,03/01/2023,810af3ed-2204-45e7-8729-be2337758f90,PayPal,Completed,None,79,70,None
ffefa400-4c46-4d6f-b129-6e789211b739,251c9367-f8ac-41fd-a5a4-7343645ac9bd,Electronics,3,104.97,314.91,128.4,03/01/2023,d9fdc79f-7de6-4e53-8e8c-ca82cc2d9539,Credit Card,Completed,Social Media,69,68,None
a6066d47-da0f-4d35-bcb1-e053cb0773ba,2106ba25-c059-4beb-a756-6f4c6570b26e,Books,1,167.1,167.1,82.45,03/01/2023,89e72203-b9d1-48fb-8685-f3ffebbda416,Cash on Delivery,Completed,Social Media,41,28,None
83fe9da6-bf57-4af1-b0d5-07f6404a2c43,86994ae0-0b6e-473b-b2af-62287ca22345,Electronics,2,898.49,1796.98,424.28,04/01/2023,9edf5e47-8ad4-474d-9cdc-58e019758747,PayPal,Completed,None,100,71,None
83fe9da6-bf57-4af1-b0d5-07f6404a2c43,7e4f74bc-50af-45c3-add4-f0d0e491b887,Beauty & Health,3,756.65,2269.95,723.61,04/01/2023,51941f1c-d8d8-4cca-bc44-86764b017c34,Credit Card,Completed,Influencer Promo,43,43,None
029a83e9-7aa9-4dd4-ace6-d30e8444b20d,42be58d2-d127-454b-a869-52800348f059,Home & Kitchen,3,379.88,1139.64,185.3,04/01/2023,e8f67441-d8bf-4230-a0c2-58cdef4bc0a4,Credit Card,Cancelled,Flash Sale,41,11,None
029a83e9-7aa9-4dd4-ace6-d30e8444b20d,baa2c5e5-6e75-4d8a-9464-97c56b47846e,Beauty & Health,5,397.81,1989.05,63.21,04/01/2023,fb356c77-8197-415f-9b48-f4baf012b4dd,Credit Card,Completed,Email Campaign,69,34,None
029a83e9-7aa9-4dd4-ace6-d30e8444b20d,9377526e-a105-4a44-b49f-30f7caa761cb,Books,2,876.79,1753.58,546.5,04/01/2023,9c16a4c4-da43-42c1-9bc8-1eb186cf27ba,PayPal,Completed,None,6,4,None
83fe9da6-bf57-4af1-b0d5-07f6404a2c43,eb3023b1-7e4b-4849-ab88-ff010f690cf2,Home & Kitchen,3,207.63,622.89,222.14,04/01/2023,58395ecd-fecc-4fb9-b8d4-56c73d7e27a1,PayPal,Completed,Flash Sale,31,22,None
c2720915-9154-4507-b8cc-df4047c0005b,2c765130-70bb-4dec-a157-1a9252e9d4e0,Books,5,570.46,2852.3,609.74,04/01/2023,5b033f00-d66a-4ba2-95f6-3a2acb6eb6d6,Cash on Delivery,Completed,None,14,12,None
c2720915-9154-4507-b8cc-df4047c0005b,aeeb0c4a-93df-4131-842c-2261262448ae,Electronics,1,793.87,793.87,196,04/01/2023,27e1a6ec-4419-4885-9c39-15787b48bd56,PayPal,Pending,Flash Sale,25,24,None
c2720915-9154-4507-b8cc-df4047c0005b,74e0f31a-7475-4dd0-b7fd-de331fc92eec,Home & Kitchen,5,122.88,614.4,33.14,04/01/2023,9b41a927-5411-4c83-baed-5f7393687406,Credit Card,Cancelled,Influencer Promo,75,19,None
92fca775-faf3-4578-8577-b848b61a31aa,bf2ea30d-0aae-4903-b8fb-9085301e5f4a,Home & Kitchen,1,128.29,128.29,40.82,04/01/2023,7b728d68-ef2e-4dbe-87aa-5d5011b4dab9,PayPal,Completed,None,50,14,None
92fca775-faf3-4578-8577-b848b61a31aa,805a6721-f6c7-42af-aec5-2ccf53f08c38,Sports & Outdoors,2,382.92,765.84,194.74,04/01/2023,255f27d9-1583-4d30-a60b-d5d305559109,Credit Card,Completed,Influencer Promo,57,40,None
92fca775-faf3-4578-8577-b848b61a31aa,ee53f23c-3f0a-4e5f-be3a-f4459e02423a,Sports & Outdoors,2,916.81,1833.62,228.55,04/01/2023,f7ef742d-4a25-4210-8a2b-c7efbf4b8e84,Debit Card,Cancelled,Email Campaign,57,2,None
92fca775-faf3-4578-8577-b848b61a31aa,26af4e4e-cbfb-4e46-a487-5ed94fc4c890,Home & Kitchen,3,469.34,1408.02,531.92,04/01/2023,bba63aa3-0de0-4674-986d-bc8687cf1104,Cash on Delivery,Cancelled,Email Campaign,39,11,None
78026483-6229-4d3c-ba66-c46d5f5848bd,0ed800ec-577b-482d-bb83-059d04aeb000,Home & Kitchen,1,360.78,360.78,29.08,04/01/2023,a1109d31-5059-46c0-9b68-e2a169b48e08,Debit Card,Completed,Flash Sale,13,13,None
83fe9da6-bf57-4af1-b0d5-07f6404a2c43,da223a64-955a-40bd-a6d2-f0304db5b9ff,Sports & Outdoors,3,784.71,2354.13,660.66,04/01/2023,9359ce58-22c2-4900-b8c4-2332218c6d4c,Cash on Delivery,Completed,None,16,14,None
5a52face-a1fe-4d9a-8a1c-b317fa39df57,375c6c94-880f-46a6-a30b-4006fdd9e1c6,Books,1,305.92,305.92,11.77,04/01/2023,e2420c27-02b2-4b06-b99c-f21c2410d111,Cash on Delivery,Completed,Social Media,49,20,None
8ea8ab8a-e0a4-4bfd-a5f6-668a66c31cd7,c80c0a20-f99b-461e-858e-14c672690c24,Clothing,2,670.06,1340.12,583.93,04/01/2023,f737ec7f-9ec6-4119-95bf-60fda43a5283,PayPal,Completed,Influencer Promo,60,23,None
b4f792e7-139b-4572-bd99-3900df54a11b,8fbb1083-1923-456a-97fe-c7c27a327ee9,Books,5,823.3,4116.5,384.01,04/01/2023,74129551-126f-4f0c-93c0-6d3663f3fef8,Credit Card,Completed,Influencer Promo,29,9,None
b4f792e7-139b-4572-bd99-3900df54a11b,08928dc2-aa17-4ee1-b8b4-a82da50f5a9e,Electronics,4,903.3,3613.2,974.38,04/01/2023,03440229-9823-43ce-af6e-34d649285452,Credit Card,Completed,Influencer Promo,92,86,None
b4f792e7-139b-4572-bd99-3900df54a11b,c1bf8165-51ea-40a2-9a4f-005c245b11c7,Home & Kitchen,3,826.7,2480.1,1111.2,04/01/2023,2f0c47d5-e337-41a8-9904-679039309ace,Cash on Delivery,Completed,Flash Sale,84,41,None
78026483-6229-4d3c-ba66-c46d5f5848bd,0b0ed6cd-3326-4f0e-8533-40a5c1f38d0a,Clothing,3,936.73,2810.19,1135.49,04/01/2023,d735b481-32ef-41f0-9c20-c84e9494f25b,Cash on Delivery,Completed,Influencer Promo,47,2,None
ddda5fb0-c689-4ecf-9847-815f110bc711,edb3beb1-5067-4322-ac99-12e01841858f,Books,5,547.52,2737.6,411.84,05/01/2023,63cdab95-9d35-4d26-a22d-d4e0a554a5f6,Cash on Delivery,Cancelled,Influencer Promo,62,58,None
ddda5fb0-c689-4ecf-9847-815f110bc711,0bdaf9f4-b084-41fd-8405-043fa2707a21,Electronics,4,966.2,3864.8,486.54,05/01/2023,17317d3c-40b4-45fb-8136-193cd93d6c9a,Debit Card,Cancelled,Influencer Promo,76,41,None
d3451733-22b1-4755-9d36-ee218c0c1345,3f24943d-70fd-4b14-9157-20eaf10256cf,Books,2,427.27,854.54,415.21,05/01/2023,4146c3ea-b843-44ee-8a87-6d48e5bf8cee,Debit Card,Cancelled,Influencer Promo,64,7,None
dfb2926c-7d17-439b-bb93-ce8119066564,3a84375b-1094-4416-a87d-f79d607328e1,Sports & Outdoors,4,566.91,2267.64,797.1,05/01/2023,92535f85-e758-4025-ae90-0a9d01180055,Cash on Delivery,Completed,Email Campaign,88,1,None
dfb2926c-7d17-439b-bb93-ce8119066564,124eb97b-2921-4f84-a04e-2aaaef42d7c8,Books,5,948.62,4743.1,766.49,05/01/2023,5e41d501-1171-4cfb-bba1-16bfb6cc763e,Credit Card,Completed,Influencer Promo,29,23,None
570fa562-5cd1-49e4-8570-f390551996bd,c917a446-4095-407c-833a-0b763ff9c9d9,Home & Kitchen,3,207.88,623.64,105.28,05/01/2023,d2d96fdb-e203-4b12-8746-3ff4cbdbab1a,Debit Card,Cancelled,Email Campaign,8,1,None
5f4048c1-6112-4a80-b24f-aefd0953bde2,d80c5b5f-0f4b-4a9d-9cae-3b9d2b6bca08,Beauty & Health,3,386.2,1158.6,63.75,05/01/2023,3369d73e-0718-453a-8bf0-39e827465d9e,Cash on Delivery,Completed,Flash Sale,75,17,None
5f4048c1-6112-4a80-b24f-aefd0953bde2,26b44cbc-afe6-4ece-9506-d08c908d3c8d,Home & Kitchen,4,305.14,1220.56,260.66,05/01/2023,6b8f6ce5-d2dd-4de8-a46c-1701f31de9ba,Cash on Delivery,Completed,Email Campaign,83,73,None
5f4048c1-6112-4a80-b24f-aefd0953bde2,2657fdc0-637f-49b7-acb9-0732c2993404,Clothing,4,836.21,3344.84,1439.5,05/01/2023,2409ba36-b614-4528-ab11-4cbff2812905,Credit Card,Completed,Email Campaign,60,51,None
570fa562-5cd1-49e4-8570-f390551996bd,5da7ce43-762c-4e69-b6ad-a934f3d04807,Sports & Outdoors,1,475.67,475.67,52.83,05/01/2023,1ad052ca-f19b-4506-be11-e99ea34b7308,PayPal,Completed,Influencer Promo,47,6,None
802a5e77-1123-4ede-b3b4-75355d2ba614,620ffce4-616a-4ca8-b4ff-c6e97c0cc05c,Sports & Outdoors,4,356.36,1425.44,26.29,05/01/2023,385f272c-91a0-496d-9c92-ef505d6c3559,Cash on Delivery,Completed,Email Campaign,86,36,None
802a5e77-1123-4ede-b3b4-75355d2ba614,060677b4-439e-4d77-bb6c-2379da2635e8,Beauty & Health,4,648.61,2594.44,652.09,05/01/2023,be7ab7a2-3c48-40ab-a77d-9dd2931c5c91,Debit Card,Completed,None,96,37,None
570fa562-5cd1-49e4-8570-f390551996bd,db9de62d-8e45-437e-ab90-95a291039720,Books,4,106.26,425.04,108.54,05/01/2023,c84f9cfc-c890-45c6-808b-2d2ef7eb3caf,Cash on Delivery,Completed,Influencer Promo,65,22,None
4e7fe3c3-57d9-4536-b588-4e6ec2856f81,188a2549-0e72-43e0-b513-ca2ab45326ac,Clothing,3,146.33,438.99,61.16,06/01/2023,f90c64df-8dd2-4bba-8ee8-284026ca2ae9,Credit Card,Completed,Email Campaign,54,45,None
9e0499a9-af52-44af-b989-816220b20446,36c92beb-6989-4445-9e4f-2473b1611057,Sports & Outdoors,4,753.36,3013.44,1351.69,06/01/2023,17db43fd-c4d1-4c5b-996c-6a85954a7c13,Cash on Delivery,Pending,None,42,15,None
1345a19a-f16b-4590-8377-cad1b3c5e2dc,103a8aa2-5490-492a-929e-2f2eda61329a,Electronics,2,680.66,1361.32,118.68,06/01/2023,dc1c5088-f8ae-455b-b3c7-0bc027c39af4,PayPal,Completed,None,44,37,None
1345a19a-f16b-4590-8377-cad1b3c5e2dc,4870e373-a8cf-45c6-9980-7a8a169e9678,Books,3,560.88,1682.64,190.56,06/01/2023,87b310ec-e30a-494b-96d0-12bb5896f7f9,PayPal,Completed,Influencer Promo,100,92,None
e805da94-f252-48e1-a374-a52510c98b7e,1dc7887f-b627-45ab-99bd-fab0bd2348a5,Electronics,5,709.81,3549.05,29.44,06/01/2023,03b8cb71-8dfb-4a54-99c3-d7a79dbf5c6b,Debit Card,Completed,Social Media,90,15,None
4e7fe3c3-57d9-4536-b588-4e6ec2856f81,7cbf6306-a47b-439d-86f2-0d5050404cc7,Home & Kitchen,2,917.44,1834.88,219.78,06/01/2023,2b54f747-9ad6-46a7-8f4a-87254e85cfac,Credit Card,Completed,Flash Sale,74,60,None
ee4f4f8d-bfcf-49d4-b003-00083b882717,1b5dbd4f-7244-4987-8bff-a07e13d1d9ef,Books,2,431,862,272.52,06/01/2023,7d439c8c-b9bc-4d8e-8f6d-5369fbe35087,Credit Card,Refunded,Influencer Promo,77,4,None
ee4f4f8d-bfcf-49d4-b003-00083b882717,065b56ac-8235-4429-9b73-f9e614ba2141,Sports & Outdoors,5,704.92,3524.6,1342.2,06/01/2023,ad5d8f30-6aea-4251-aaa9-f307ff2c3880,Debit Card,Completed,Flash Sale,60,32,None
ee4f4f8d-bfcf-49d4-b003-00083b882717,57087f96-33e6-48f3-8ac4-e665cccb687c,Electronics,4,313.87,1255.48,457.13,06/01/2023,1858d53e-52ce-4313-9c8c-a72b6aa3213d,PayPal,Completed,Social Media,97,22,None
e805da94-f252-48e1-a374-a52510c98b7e,81bd19c7-c47e-41f1-9388-bef87eb9570f,Clothing,1,388.7,388.7,36.25,06/01/2023,ee96b9e8-8b43-41d0-8116-02a0fbc20e4b,Cash on Delivery,Completed,Influencer Promo,11,6,None
e805da94-f252-48e1-a374-a52510c98b7e,a64d9990-585b-4348-9521-0fb06c4cd948,Home & Kitchen,1,136.7,136.7,40.39,06/01/2023,a0e8f286-afec-43fd-b92c-28e9e3535bd0,Credit Card,Pending,Email Campaign,30,27,None
e805da94-f252-48e1-a374-a52510c98b7e,ce40cb98-d993-4f4f-85f3-60716dcc63d5,Clothing,2,181.26,362.52,151.41,06/01/2023,49ffebe9-6064-4c40-8257-be35fc46860d,Cash on Delivery,Completed,Social Media,40,27,None
e7617185-703b-4981-86ec-1a321af7ebde,1e779879-fc4f-4ccb-a110-38d27249fcb6,Sports & Outdoors,4,670.18,2680.72,718.13,06/01/2023,0a12ed5b-0d35-428b-ab0e-becceea93ab3,Debit Card,Cancelled,Email Campaign,11,5,None
ee4f4f8d-bfcf-49d4-b003-00083b882717,12a41112-bc9b-4247-af64-8f4bc326eb93,Books,1,987.09,987.09,119.47,06/01/2023,a25b4e99-6d51-4a72-86f3-974aaf44553b,PayPal,Completed,Social Media,58,35,None
4e7fe3c3-57d9-4536-b588-4e6ec2856f81,668bc5ea-22c9-42ad-86f5-3ce82e53ffde,Books,1,230.41,230.41,56.39,06/01/2023,d21a5870-35c9-449a-b9d3-e6aa578b4e3a,Debit Card,Cancelled,Social Media,79,3,None
758fe7dc-eb5c-42d0-a5cf-7f45033bd19a,e0820a0c-4837-4bae-9089-2a4a93f2fd95,Sports & Outdoors,5,943.06,4715.3,324.23,06/01/2023,87337a9b-4f0c-4504-bed7-88d6daedfb03,Credit Card,Pending,Influencer Promo,10,6,None
9e0499a9-af52-44af-b989-816220b20446,694a8d79-ef34-4082-bee8-f34b7532d0bf,Sports & Outdoors,4,405.13,1620.52,282.95,06/01/2023,6ec344f5-31c2-430f-8989-5e4d98162133,Cash on Delivery,Completed,Email Campaign,93,61,None
e4f4ea1d-1fba-4919-aa88-cd0fd86cab0b,fe7dbbca-38ec-4275-b0a9-80a1c19a5cc9,Home & Kitchen,5,332.15,1660.75,548.03,06/01/2023,a9cdd5c0-439c-47ae-8deb-b52d90547408,PayPal,Completed,Influencer Promo,66,60,None
758fe7dc-eb5c-42d0-a5cf-7f45033bd19a,6d03291a-1af5-445b-987c-9ff62f168ea6,Books,1,932.22,932.22,408.94,06/01/2023,916552a5-1a79-4617-a869-d58628367d83,Cash on Delivery,Refunded,Social Media,95,20,None
758fe7dc-eb5c-42d0-a5cf-7f45033bd19a,78641bff-062b-411c-82b4-c371c5277e12,Beauty & Health,4,406.96,1627.84,92.36,06/01/2023,e46d5fec-0f1d-42cf-9960-fd02fa9083f9,PayPal,Completed,Flash Sale,6,4,None
758fe7dc-eb5c-42d0-a5cf-7f45033bd19a,d4f2fb72-cedd-4585-80eb-597fcc28adef,Books,2,721.84,1443.68,279.16,06/01/2023,7d780fc8-0129-479e-9351-43979f25d725,Credit Card,Completed,Email Campaign,18,10,None
e4f4ea1d-1fba-4919-aa88-cd0fd86cab0b,8007f9a8-e280-4875-b926-0e53d6d8cdb9,Books,5,835.5,4177.5,1159.68,06/01/2023,920f51c5-fa2e-430e-a008-8b7b4e19253e,PayPal,Completed,Email Campaign,16,9,None
e4f4ea1d-1fba-4919-aa88-cd0fd86cab0b,b96048ea-770c-4f52-b8f1-8ad51fdcba89,Books,2,576.69,1153.38,139.47,06/01/2023,e404640a-906e-4f03-a801-02b95136433e,Cash on Delivery,Completed,Social Media,48,2,None
e4f4ea1d-1fba-4919-aa88-cd0fd86cab0b,677c639d-28af-40ca-ad32-50bc25cb569d,Books,3,183.79,551.37,247.35,06/01/2023,d4324a41-1fdc-46b0-9cc8-eaee6618bf31,Debit Card,Completed,Flash Sale,38,22,None
9e0499a9-af52-44af-b989-816220b20446,dc94a09d-9e66-4945-91bb-08f534e2d1c7,Beauty & Health,3,910.38,2731.14,864.54,06/01/2023,19c3eb18-5810-4ffc-ac28-68bf249336ef,Credit Card,Completed,Email Campaign,15,4,None
6094775f-fb6c-4787-856a-7ede3586891e,cced4878-d31b-43ce-b6fb-ee453a0e6d86,Sports & Outdoors,5,677.83,3389.15,142.58,07/01/2023,5b925572-014b-4539-a326-9abb1ac896d4,PayPal,Completed,Social Media,39,20,None
6e50bdee-1459-47a9-b5a6-56b773cc1a3c,6de5072a-ae1a-4503-ba04-a3c52ee48bd7,Home & Kitchen,1,245.47,245.47,110.28,07/01/2023,020c5660-aa52-4940-ab32-aa6eafd1aa9f,Debit Card,Completed,Influencer Promo,93,24,None
6e50bdee-1459-47a9-b5a6-56b773cc1a3c,4db9881e-7226-482c-a4a5-07a501f6e696,Home & Kitchen,2,645.79,1291.58,5.94,07/01/2023,de078232-018c-4791-9a99-997fb3e110c5,Cash on Delivery,Completed,Influencer Promo,72,37,None
14511bc3-3d93-4c43-a083-c2109032d445,7e4c0691-5a67-4a06-a0a0-9f9074c16598,Clothing,1,104.56,104.56,8.41,07/01/2023,ecef5037-c881-4da7-b164-e9bd402210e7,Credit Card,Completed,Email Campaign,86,63,None
6e50bdee-1459-47a9-b5a6-56b773cc1a3c,173b81d6-1ecd-4437-a778-877c45b5ec78,Electronics,2,191.32,382.64,126.94,07/01/2023,fe80b9dc-5621-4342-8fb8-5309d91ccef5,PayPal,Completed,Email Campaign,43,1,None
